cell,amb,cycle,soh
B0005,24.0,157.0,0.7073584494666222
B0005,24.0,158.0,0.7044464616507271
B0005,24.0,159.0,0.7018808229071345
B0005,24.0,160.0,0.7020555815721221
B0005,24.0,161.0,0.7020839620292979
B0005,24.0,162.0,0.6991090088170862
B0005,24.0,163.0,0.6992094269724849
B0005,24.0,164.0,0.6967263011532884
B0005,24.0,165.0,0.6937851440175623
B0005,24.0,166.0,0.6934884167276276
B0005,24.0,167.0,0.705103277055252
B0005,24.0,168.0,0.7137561578838875
B0006,24.0,1.0,1.0
B0006,24.0,2.0,0.9949898508143076
B0006,24.0,3.0,0.9891854698908896
B0006,24.0,4.0,0.9891649790372312
B0006,24.0,5.0,0.9828975529491258
B0006,24.0,6.0,0.989466850557287
B0006,24.0,7.0,0.98907479256665
B0006,24.0,8.0,0.9673038197560736
B0006,24.0,9.0,0.966997408749776
B0006,24.0,10.0,0.9616246466459876
B0006,24.0,11.0,0.9559098009149796
B0006,24.0,12.0,0.9505796547137972
B0006,24.0,13.0,0.9449439554578114
B0006,24.0,14.0,0.939347820920401
B0006,24.0,15.0,0.9340301690486008
B0006,24.0,16.0,0.9281993331989462
B0006,24.0,17.0,0.922833824005014
B0006,24.0,18.0,0.9175724579573612
B0006,24.0,19.0,0.9175820589657848
B0006,24.0,20.0,0.9726281070025072
B0006,24.0,21.0,0.9617814345585968
B0006,24.0,22.0,0.956015859814876
B0006,24.0,23.0,0.945418647339628
B0006,24.0,24.0,0.9560974757905956
B0006,24.0,25.0,0.9341978151219876
B0006,24.0,26.0,0.923028308415357
B0006,24.0,27.0,0.9179342734506016
B0006,24.0,28.0,0.9119000283836428
B0006,24.0,29.0,0.9065816915777204
B0006,24.0,30.0,0.9124918141799352
B0006,24.0,31.0,0.9456790349742868
B0006,24.0,32.0,0.9247761948322796
B0006,24.0,33.0,0.9115326597829658
B0006,24.0,34.0,0.9036588818710268
B0006,24.0,35.0,0.8934830346748316
B0006,24.0,36.0,0.8909956824708977
B0006,24.0,37.0,0.8829502550201761
B0006,24.0,38.0,0.8750413873759919
B0006,24.0,39.0,0.8701323309187394
B0006,24.0,40.0,0.8649529456915791
B0006,24.0,41.0,0.8599513842496731
B0006,24.0,42.0,0.8546456919285944
B0006,24.0,43.0,0.8621059538809914
B0006,24.0,44.0,0.8676394038945261
B0006,24.0,45.0,0.8518433254632082
B0006,24.0,46.0,0.8417895486292435
B0006,24.0,47.0,0.8364252637451849
B0006,24.0,48.0,0.8960279954741002
B0006,24.0,49.0,0.8883678132914206
B0006,24.0,50.0,0.8724651391251901
B0006,24.0,51.0,0.8572243699983239
B0006,24.0,52.0,0.8495922454210777
B0006,24.0,53.0,0.8392262113192732
B0006,24.0,54.0,0.8340608610817466
B0006,24.0,55.0,0.8264297086813447
B0006,24.0,56.0,0.821228301199745
B0006,24.0,57.0,0.8159624948921792
B0006,24.0,58.0,0.8112271017518528
B0006,24.0,59.0,0.8058294274458678
B0006,24.0,60.0,0.8004568622012264
B0006,24.0,61.0,0.7904583678923177
B0006,24.0,62.0,0.7878420253146665
B0006,24.0,63.0,0.7856049146190022
B0006,24.0,64.0,0.780031440176547
B0006,24.0,65.0,0.7777441842886215
B0006,24.0,66.0,0.7699644735295673
B0006,24.0,67.0,0.7671182514739364
B0006,24.0,68.0,0.7621198547768461
B0006,24.0,69.0,0.7569624653118686
B0006,24.0,70.0,0.7494156650980108
B0006,24.0,71.0,0.7517952002501654
B0006,24.0,72.0,0.7490927746753415
B0006,24.0,73.0,0.7441268246400591
B0006,24.0,74.0,0.7415927024943012
B0006,24.0,75.0,0.7389424928579004
B0006,24.0,76.0,0.7337948251946333
B0006,24.0,77.0,0.7309019933714036
B0006,24.0,78.0,0.7518593614163546
B0006,24.0,79.0,0.7389810985080334
B0006,24.0,80.0,0.7314557385723608
B0006,24.0,81.0,0.7263060118809538
B0006,24.0,82.0,0.7263954583009604
B0006,24.0,83.0,0.7238184227571322
B0006,24.0,84.0,0.7210187145326269
B0006,24.0,85.0,0.7132130179126344
B0006,24.0,86.0,0.7133577144710261
B0006,24.0,87.0,0.7110115176336829
B0006,24.0,88.0,0.7108667461161282
B0006,24.0,89.0,0.708321901683239
B0006,24.0,90.0,0.7829593804744059
B0006,24.0,91.0,0.759770882494014
B0006,24.0,92.0,0.7442036144029749
B0006,24.0,93.0,0.7364766488653811
B0006,24.0,94.0,0.7286806282628964
B0006,24.0,95.0,0.7236963976177928
B0006,24.0,96.0,0.7186819749578868
B0006,24.0,97.0,0.7133148203630159
B0006,24.0,98.0,0.7108732579778997
B0006,24.0,99.0,0.7081775553094546
B0006,24.0,100.0,0.7031810109956533
B0006,24.0,101.0,0.7006330174681323
B0006,24.0,102.0,0.6979125508434085
B0006,24.0,103.0,0.6980171885557206
B0006,24.0,104.0,0.7135208482113887
B0006,24.0,105.0,0.7033514435633659
B0006,24.0,106.0,0.6952241030736463
B0006,24.0,107.0,0.6926276785146194
B0006,24.0,108.0,0.6902625512041874
B0006,24.0,109.0,0.6854707065486149
B0006,24.0,110.0,0.6851612181802287
B0006,24.0,111.0,0.6825978766720686
B0006,24.0,112.0,0.6799058560840853
B0006,24.0,113.0,0.674915763306282
B0006,24.0,114.0,0.6773352957654757
B0006,24.0,115.0,0.6749543839713218
B0006,24.0,116.0,0.6722511609085237
B0006,24.0,117.0,0.6698163536881292
B0006,24.0,118.0,0.6672586503678075
B0006,24.0,119.0,0.6648867966571198
B0006,24.0,120.0,0.6800643686533974
B0006,24.0,121.0,0.6903752897183545
B0006,24.0,122.0,0.6773908312410081
B0006,24.0,123.0,0.6722549538545536
B0006,24.0,124.0,0.6668746922672389
B0006,24.0,125.0,0.6645057163278422
B0006,24.0,126.0,0.6620080723318286
B0006,24.0,127.0,0.656897174696045
B0006,24.0,128.0,0.6540611751852576
B0006,24.0,129.0,0.6514547680110713
B0006,24.0,130.0,0.6493167274597319
B0006,24.0,131.0,0.6491429627717592
B0006,24.0,132.0,0.6464031008911139
B0006,24.0,133.0,0.648984510278524
B0006,24.0,134.0,0.6620193537828117
B0006,24.0,135.0,0.6514952669744675
B0006,24.0,136.0,0.643686179763337
B0006,24.0,137.0,0.6412775001365069
B0006,24.0,138.0,0.6389142523000749
B0006,24.0,139.0,0.6388305024124815
B0006,24.0,140.0,0.6335591097744969
B0006,24.0,141.0,0.6285213141239901
B0006,24.0,142.0,0.6284990867482796
B0006,24.0,143.0,0.6259584486293798
B0006,24.0,144.0,0.6260029775555019
B0006,24.0,145.0,0.6209112179860496
B0006,24.0,146.0,0.618146775481072
B0006,24.0,147.0,0.6157503647520722
B0006,24.0,148.0,0.6157363461901961
B0006,24.0,149.0,0.6132090821428379
B0006,24.0,150.0,0.6158366228941904
B0006,24.0,151.0,0.6337056235911394
B0006,24.0,152.0,0.6208012900462411
B0006,24.0,153.0,0.6131543858862737
B0006,24.0,154.0,0.6053640895934027
B0006,24.0,155.0,0.6029042906907026
B0006,24.0,156.0,0.6002639382954212
B0006,24.0,157.0,0.5950377393250057
B0006,24.0,158.0,0.5923420182680926
B0006,24.0,159.0,0.5900218379391315
B0006,24.0,160.0,0.5849596665522202
B0006,24.0,161.0,0.5823010670462684
B0006,24.0,162.0,0.5795946024028492
B0006,24.0,163.0,0.5771009629390572
B0006,24.0,164.0,0.5668928519254556
B0006,24.0,165.0,0.5720922960804411
B0006,24.0,166.0,0.5693392093343496
B0006,24.0,167.0,0.5772874675283711
B0006,24.0,168.0,0.582544752296905
B0007,24.0,1.0,1.0
B0007,24.0,2.0,0.9944923428456648
B0007,24.0,3.0,0.9945059035569906
B0007,24.0,4.0,0.9945631358622364
B0007,24.0,5.0,0.9938650969142622
B0007,24.0,6.0,0.9945258289766596
B0007,24.0,7.0,0.9941212397661984
B0007,24.0,8.0,0.9949533479268812
B0007,24.0,9.0,0.9887039039563996
B0007,24.0,10.0,0.9888951165957832
B0007,24.0,11.0,0.988890811733162
B0007,24.0,12.0,0.9833952785490448
B0007,24.0,13.0,0.9830900290898824
B0007,24.0,14.0,0.983055023016566
B0007,24.0,15.0,0.9832421151057928
B0007,24.0,16.0,0.9829107051087616
B0007,24.0,17.0,0.977137065868551
B0007,24.0,18.0,0.9775114607455648
B0007,24.0,19.0,0.9774340753850292
B0007,24.0,20.0,0.9945682350219244
B0007,24.0,21.0,0.9949339657767368
B0007,24.0,22.0,0.9947347494881128
B0007,24.0,23.0,0.9894009644991608
B0007,24.0,24.0,0.9889729225111972
B0007,24.0,25.0,0.9892225301434724
B0007,24.0,26.0,0.9833744254109716
B0007,24.0,27.0,0.9835972882674648
B0007,24.0,28.0,0.9831379679174216
B0007,24.0,29.0,0.9773076198804468
B0007,24.0,30.0,0.9778691507545128
B0007,24.0,31.0,0.995989242807197
B0007,24.0,32.0,0.9850711777410832
B0007,24.0,33.0,0.979393877243154
B0007,24.0,34.0,0.9766786827220948
B0007,24.0,35.0,0.9713260895248976
B0007,24.0,36.0,0.97150246264743
B0007,24.0,37.0,0.9685994738677316
B0007,24.0,38.0,0.9630337032828774
B0007,24.0,39.0,0.960579512231908
B0007,24.0,40.0,0.9578696287593303
B0007,24.0,41.0,0.9579881200586186
B0007,24.0,42.0,0.9550528559986308
B0007,24.0,43.0,0.9588334426916012
B0007,24.0,44.0,0.9551635342031009
B0007,24.0,45.0,0.9496464108196084
B0007,24.0,46.0,0.9443870295876656
B0007,24.0,47.0,0.9414477139472056
B0007,24.0,48.0,0.9598231071565728
B0007,24.0,49.0,0.960154576322473
B0007,24.0,50.0,0.9519796053200332
B0007,24.0,51.0,0.946799633688042
B0007,24.0,52.0,0.9414562657201504
B0007,24.0,53.0,0.9388046929870528
B0007,24.0,54.0,0.936125869066702
B0007,24.0,55.0,0.9307416120348376
B0007,24.0,56.0,0.9252243302854406
B0007,24.0,57.0,0.9252256425292258
B0007,24.0,58.0,0.922781851918098
B0007,24.0,59.0,0.919935291989993
B0007,24.0,60.0,0.9140753177397376
B0007,24.0,61.0,0.9116090172599748
B0007,24.0,62.0,0.9063624955407812
B0007,24.0,63.0,0.9063579065888634
B0007,24.0,64.0,0.9009016416501656
B0007,24.0,65.0,0.9010928738414982
B0007,24.0,66.0,0.8955710108399318
B0007,24.0,67.0,0.8924437153331117
B0007,24.0,68.0,0.8900200379231206
B0007,24.0,69.0,0.8872980500287017
B0007,24.0,70.0,0.884801563486559
B0007,24.0,71.0,0.8817507188402843
B0007,24.0,72.0,0.8790165492082501
B0007,24.0,73.0,0.87645609305257
B0007,24.0,74.0,0.8738725464951953
B0007,24.0,75.0,0.8710586517211737
B0007,24.0,76.0,0.8653455460107404
B0007,24.0,77.0,0.8652618625053486
B0007,24.0,78.0,0.8678338421514901
B0007,24.0,79.0,0.8627842196339309
B0007,24.0,80.0,0.8573074826850354
B0007,24.0,81.0,0.8547766370163623
B0007,24.0,82.0,0.8544573379066747
B0007,24.0,83.0,0.8549336177737964
B0007,24.0,84.0,0.851835557535501
B0007,24.0,85.0,0.8464389595847521
B0007,24.0,86.0,0.8439308910654778
B0007,24.0,87.0,0.8440897990165642
B0007,24.0,88.0,0.8438722267771133
B0007,24.0,89.0,0.8411458456358337
B0007,24.0,90.0,0.893058917673428
B0007,24.0,91.0,0.8598354640622486
B0007,24.0,92.0,0.8544149679093845
B0007,24.0,93.0,0.8490842270191371
B0007,24.0,94.0,0.8434323556466374
B0007,24.0,95.0,0.841018647534828
B0007,24.0,96.0,0.8383436619721834
B0007,24.0,97.0,0.8354997471911441
B0007,24.0,98.0,0.8329851852152426
B0007,24.0,99.0,0.8301190234003898
B0007,24.0,100.0,0.830361244595057
B0007,24.0,101.0,0.8277136902689282
B0007,24.0,102.0,0.8247439467235069
B0007,24.0,103.0,0.8275720651161599
B0007,24.0,104.0,0.8328587758683834
B0007,24.0,105.0,0.8277302117414882
B0007,24.0,106.0,0.8248082304608076
B0007,24.0,107.0,0.8195953593923267
B0007,24.0,108.0,0.8164116650277281
B0007,24.0,109.0,0.8170153478223752
B0007,24.0,110.0,0.816790746176111
B0007,24.0,111.0,0.8113517938745419
B0007,24.0,112.0,0.8084178306554588
B0007,24.0,113.0,0.8085054171397351
B0007,24.0,114.0,0.8085930007647584
B0007,24.0,115.0,0.8058507616000151
B0007,24.0,116.0,0.8030806686899294
B0007,24.0,117.0,0.8004264241301146
B0007,24.0,118.0,0.8004035754125528
B0007,24.0,119.0,0.8005844498202711
B0007,24.0,120.0,0.8111673712327889
B0007,24.0,121.0,0.8139051911027366
B0007,24.0,122.0,0.8057020955991137
B0007,24.0,123.0,0.8003910347947992
B0007,24.0,124.0,0.797325953734772
B0007,24.0,125.0,0.7948992586125676
B0007,24.0,126.0,0.7920574504207774
B0007,24.0,127.0,0.7894274199989884
B0007,24.0,128.0,0.7891978415957107
B0007,24.0,129.0,0.7865899743564149
B0007,24.0,130.0,0.783973638515397
B0007,24.0,131.0,0.7841070476141841
B0007,24.0,132.0,0.7810313778074761
B0007,24.0,133.0,0.7836385905485969
B0007,24.0,134.0,0.792223791768746
B0007,24.0,135.0,0.7837316424573085
B0007,24.0,136.0,0.7811077117652985
B0007,24.0,137.0,0.7784434528297595
B0007,24.0,138.0,0.778533738725724
B0007,24.0,139.0,0.775764197956411
B0007,24.0,140.0,0.7729914466651282
B0007,24.0,141.0,0.7703093513592872
B0007,24.0,142.0,0.7674853711324945
B0007,24.0,143.0,0.7676233649357621
B0007,24.0,144.0,0.7650852050701119
B0007,24.0,145.0,0.7650539672029023
B0007,24.0,146.0,0.7622104114507394
B0007,24.0,147.0,0.7594954559011889
B0007,24.0,148.0,0.759796764422933
B0007,24.0,149.0,0.7595213088960036
B0007,24.0,150.0,0.7624630662526647
B0007,24.0,151.0,0.7758676753965592
B0007,24.0,152.0,0.7677545672975995
B0007,24.0,153.0,0.7652553971151792
B0007,24.0,154.0,0.7624276653144856
B0007,24.0,155.0,0.7570551863639823
B0007,24.0,156.0,0.7571490373149529
B0007,24.0,157.0,0.7542130177927987
B0007,24.0,158.0,0.7541239109930522
B0007,24.0,159.0,0.7515727378176299
B0007,24.0,160.0,0.7489625106252409
B0007,24.0,161.0,0.7490951923277513
B0007,24.0,162.0,0.7460608976183625
B0007,24.0,163.0,0.7461427514584917
B0007,24.0,164.0,0.7435920373366997
B0007,24.0,165.0,0.7436789830704655
B0007,24.0,166.0,0.7405692816217144
B0007,24.0,167.0,0.7518493846367692
B0007,24.0,168.0,0.7574910940083355
B0018,24.0,1.0,1.0
B0018,24.0,2.0,0.993633983664338
B0018,24.0,3.0,0.9916966895859798
B0018,24.0,4.0,0.9868836350412232
B0018,24.0,5.0,0.9879761404357094
B0018,24.0,6.0,0.9857274546289774
B0018,24.0,7.0,0.9817772243450524
B0018,24.0,8.0,0.9785259228744272
B0018,24.0,9.0,0.9726650430627024
B0018,24.0,10.0,0.9828009634752516
B0018,24.0,11.0,0.9768846014740458
B0018,24.0,12.0,0.9728772183488542
B0018,24.0,13.0,0.9654123910288772
B0018,24.0,14.0,0.9614373996680884
B0018,24.0,15.0,0.9600723839592448
B0018,24.0,16.0,0.9548273439880092
B0018,24.0,17.0,0.9534372449488484
B0018,24.0,18.0,0.945351054693852
B0018,24.0,19.0,0.9413560571253056
B0018,24.0,20.0,0.9367442042482638
B0018,24.0,21.0,0.933429894181155
B0018,24.0,22.0,0.9210732212762566
B0018,24.0,23.0,0.9226230652733616
B0018,24.0,24.0,0.9204840841029782
B0018,24.0,25.0,0.9429832579006578
B0018,24.0,26.0,0.934105386440806
B0018,24.0,27.0,0.9284243318688938
B0018,24.0,28.0,0.9228259445182906
B0018,24.0,29.0,0.916045117993578
B0018,24.0,30.0,0.9132250757005568
B0018,24.0,31.0,0.9066838862255427
B0018,24.0,32.0,0.9040285579078848
B0018,24.0,33.0,0.8978538391580942
B0018,24.0,34.0,0.8933630290434469
B0018,24.0,35.0,0.8885283766459535
B0018,24.0,36.0,0.8834318900203323
B0018,24.0,37.0,0.8774365089051547
B0018,24.0,38.0,0.8744742581978935
B0018,24.0,39.0,0.8700823275398015
B0018,24.0,40.0,0.903529666185232
B0018,24.0,41.0,0.8891086916860135
B0018,24.0,42.0,0.8799886865838726
B0018,24.0,43.0,0.8713811496336645
B0018,24.0,44.0,0.8684091169427205
B0018,24.0,45.0,0.8600862431802414
B0018,24.0,46.0,0.930837321813855
B0018,24.0,47.0,0.925371001797306
B0018,24.0,48.0,0.914188368861919
B0018,24.0,49.0,0.9044605014567584
B0018,24.0,50.0,0.895231613273491
B0018,24.0,51.0,0.8983325424846361
B0018,24.0,52.0,0.8877787622525443
B0018,24.0,53.0,0.8764205017595725
B0018,24.0,54.0,0.8690856130635962
B0018,24.0,55.0,0.8656241342693628
B0018,24.0,56.0,0.90223247227783
B0018,24.0,57.0,0.8843293042409497
B0018,24.0,58.0,0.8696826954654632
B0018,24.0,59.0,0.8582709177386076
B0018,24.0,60.0,0.855308525821416
B0018,24.0,61.0,0.8517912659101168
B0018,24.0,62.0,0.8432180503052695
B0018,24.0,63.0,0.8386061892347928
B0018,24.0,64.0,0.8302969133503281
B0018,24.0,65.0,0.8259609528835993
B0018,24.0,66.0,0.8256708936300426
B0018,24.0,67.0,0.8206231187124103
B0018,24.0,68.0,0.812141801165346
B0018,24.0,69.0,0.8093899172887186
B0018,24.0,70.0,0.8066575552659644
B0018,24.0,71.0,0.826642837170715
B0018,24.0,72.0,0.8214779265683784
B0018,24.0,73.0,0.8092660058779417
B0018,24.0,74.0,0.8045358675534857
B0018,24.0,75.0,0.799633550923934
B0018,24.0,76.0,0.7982393911352555
B0018,24.0,77.0,0.7943418813674149
B0018,24.0,78.0,0.7913831307756389
B0018,24.0,79.0,0.786031699313642
B0018,24.0,80.0,0.7805189058362434
B0018,24.0,81.0,0.7831683758563823
B0018,24.0,82.0,0.7776453481817188
B0018,24.0,83.0,0.7758855957432074
B0018,24.0,84.0,0.7701585371768062
B0018,24.0,85.0,0.7681397317526905
B0018,24.0,86.0,0.7923492994106556
B0018,24.0,87.0,0.7830611455790711
B0018,24.0,88.0,0.7778062979024363
B0018,24.0,89.0,0.7700121712904541
B0018,24.0,90.0,0.7630465417051595
B0018,24.0,91.0,0.7841364556121901
B0018,24.0,92.0,0.7699808484662279
B0018,24.0,93.0,0.7653365112635747
B0018,24.0,94.0,0.7631036189749955
B0018,24.0,95.0,0.7577771480684934
B0018,24.0,96.0,0.759268288206635
B0018,24.0,97.0,0.7530196086484692
B0018,24.0,98.0,0.751247245774781
B0018,24.0,99.0,0.7489816944965945
B0018,24.0,100.0,0.7431599902402237
B0018,24.0,101.0,0.7465755983684312
B0018,24.0,102.0,0.7387179740348331
B0018,24.0,103.0,0.7403466800917733
B0018,24.0,104.0,0.7374368704864981
B0018,24.0,105.0,0.7313804864100185
B0018,24.0,106.0,0.7872924322020762
B0018,24.0,107.0,0.7817231049614924
B0018,24.0,108.0,0.7752761106852413
B0018,24.0,109.0,0.7700079337204485
B0018,24.0,110.0,0.7626867945054364
B0018,24.0,111.0,0.7622025431993112
B0018,24.0,112.0,0.7541400306782735
B0018,24.0,113.0,0.7521988452127043
B0018,24.0,114.0,0.7493491870022229
B0018,24.0,115.0,0.747182624023947
B0018,24.0,116.0,0.7483621978461461
B0018,24.0,117.0,0.7418756347033405
B0018,24.0,118.0,0.7356946436346267
B0018,24.0,119.0,0.7326049390746541
B0018,24.0,120.0,0.7257291620112973
B0018,24.0,121.0,0.7691856089045949
B0018,24.0,122.0,0.7581912240991064
B0018,24.0,123.0,0.7512061203027418
B0018,24.0,124.0,0.7483805757157408
B0018,24.0,125.0,0.7386439323920165
B0018,24.0,126.0,0.7437691666500521
B0018,24.0,127.0,0.7378195670433692
B0018,24.0,128.0,0.7346274160714679
B0018,24.0,129.0,0.7349874882306874
B0018,24.0,130.0,0.7287662042753458
B0018,24.0,131.0,0.7303469925709389
B0018,24.0,132.0,0.7229370201580871
B0045,4.0,1.0,1.0
B0045,4.0,2.0,0.8576433294137931
B0045,4.0,3.0,0.8181242805226173
B0045,4.0,4.0,0.7930844888571998
B0045,4.0,5.0,0.7772192618562926
B0045,4.0,6.0,0.7620729224379514
B0045,4.0,7.0,0.7334668761945244
B0045,4.0,8.0,0.756361551553846
B0045,4.0,9.0,0.7373194318036915
B0045,4.0,10.0,0.7388105078445099
B0045,4.0,11.0,0.7193397144519498
B0045,4.0,12.0,0.72124647818863
B0045,4.0,13.0,0.7128655435240696
B0045,4.0,14.0,0.7350223356766291
B0045,4.0,15.0,0.7231309816186214
B0045,4.0,16.0,0.7069834302314894
B0045,4.0,17.0,0.6973237669695607
B0045,4.0,18.0,0.6935482377020717
B0045,4.0,19.0,0.6846025156522294
B0045,4.0,20.0,0.6754773403564208
B0045,4.0,21.0,0.673511522629199
B0045,4.0,22.0,0.661844713119465
B0045,4.0,23.0,0.6589039415669894
B0045,4.0,24.0,0.6600857565490951
B0045,4.0,25.0,0.6645755824071367
B0045,4.0,26.0,0.6630417832191702
B0045,4.0,27.0,0.6535270056322469
B0045,4.0,28.0,0.6502260710856127
B0045,4.0,29.0,0.6415194554943578
B0045,4.0,30.0,0.6390245937265006
B0045,4.0,31.0,0.6443331430638339
B0045,4.0,32.0,0.631477853711246
B0045,4.0,33.0,0.6305137965347076
B0045,4.0,34.0,0.6737216340287807
